AnoYear,BanderaFlag,ArteGear,EspeciesSpecies,t
1918,OTH,LP,SKJ,1361
1918,OTH,LP,YFT,0
1919,OTH,LP,SKJ,3130
1919,OTH,LP,YFT,136
1920,OTH,LP,SKJ,3583
1920,OTH,LP,YFT,907
1921,OTH,LP,SKJ,499
1921,OTH,LP,YFT,590
1922,OTH,LP,SKJ,5398
1922,OTH,LP,YFT,3357
1923,OTH,LP,SKJ,5216
1923,OTH,LP,YFT,4899
1924,OTH,LP,SKJ,1724
1924,OTH,LP,YFT,1361
1925,OTH,LP,SKJ,6441
1925,OTH,LP,YFT,5987
1926,OTH,LP,SKJ,9480
1926,OTH,LP,YFT,5715
1927,OTH,LP,SKJ,15332
1927,OTH,LP,YFT,11748
1928,OTH,LP,SKJ,7212
1928,OTH,LP,YFT,14651
1929,OTH,LP,SKJ,12247
1929,OTH,LP,YFT,16965
1930,OTH,LP,SKJ,9299
1930,OTH,LP,YFT,25674
1931,OTH,LP,SKJ,2664
1931,OTH,LP,YFT,14842
1931,OTH,NK,SKJ,3017
1931,OTH,NK,YFT,698
1931,OTH,PS,SKJ,1803
1931,OTH,PS,YFT,1062
1932,OTH,LP,SKJ,8328
1932,OTH,LP,YFT,12914
1932,OTH,NK,SKJ,105
1932,OTH,NK,YFT,58
1932,OTH,PS,SKJ,1365
1932,OTH,PS,YFT,3766
1933,OTH,LP,SKJ,6158
1933,OTH,LP,YFT,21833
1933,OTH,NK,SKJ,22
1933,OTH,NK,YFT,292
1933,OTH,PS,SKJ,1394
1933,OTH,PS,YFT,1054
1934,OTH,LP,SKJ,7159
1934,OTH,LP,YFT,26674
1934,OTH,NK,SKJ,0
1934,OTH,NK,YFT,513
1934,OTH,PS,SKJ,119
1934,OTH,PS,YFT,443
1935,OTH,LP,SKJ,6649
1935,OTH,LP,YFT,31483
1935,OTH,NK,SKJ,911
1935,OTH,NK,YFT,372
1935,OTH,PS,SKJ,242
1935,OTH,PS,YFT,938
1936,OTH,LP,SKJ,8347
1936,OTH,LP,YFT,33181
1936,OTH,NK,SKJ,2238
1936,OTH,NK,YFT,640
1936,OTH,PS,SKJ,1662
1936,OTH,PS,YFT,1720
1937,OTH,LP,SKJ,17772
1937,OTH,LP,YFT,37743
1937,OTH,NK,SKJ,643
1937,OTH,NK,YFT,44
1937,OTH,PS,SKJ,2949
1937,OTH,PS,YFT,3727
1938,OTH,LP,SKJ,10006
1938,OTH,LP,YFT,34134
1938,OTH,NK,SKJ,0
1938,OTH,NK,YFT,302
1938,OTH,PS,SKJ,661
1938,OTH,PS,YFT,1076
1939,OTH,LP,SKJ,10059
1939,OTH,LP,YFT,42011
1939,OTH,NK,SKJ,953
1939,OTH,NK,YFT,424
1939,OTH,PS,SKJ,2641
1939,OTH,PS,YFT,7650
1940,OTH,LP,SKJ,18546
1940,OTH,LP,YFT,44999
1940,OTH,NK,SKJ,1321
1940,OTH,NK,YFT,674
1940,OTH,PS,SKJ,6260
1940,OTH,PS,YFT,6304
1941,OTH,LP,SKJ,9256
1941,OTH,LP,YFT,32476
1941,OTH,NK,SKJ,1650
1941,OTH,NK,YFT,185
1941,OTH,PS,SKJ,797
1941,OTH,PS,YFT,2194
1942,OTH,LP,SKJ,16827
1942,OTH,LP,YFT,16661
1942,OTH,NK,SKJ,227
1942,OTH,NK,YFT,390
1942,OTH,PS,SKJ,636
1942,OTH,PS,YFT,1984
1943,OTH,LP,SKJ,12551
1943,OTH,LP,YFT,19274
1943,OTH,NK,SKJ,130
1943,OTH,NK,YFT,436
1943,OTH,PS,SKJ,655
1943,OTH,PS,YFT,2996
1944,OTH,LP,SKJ,11895
1944,OTH,LP,YFT,24074
1944,OTH,NK,SKJ,540
1944,OTH,NK,YFT,843
1944,OTH,PS,SKJ,1717
1944,OTH,PS,YFT,4508
1945,CHL,HAR,SWO,1455
1945,OTH,LP,SKJ,12623
1945,OTH,LP,YFT,30461
1945,OTH,NK,SKJ,465
1945,OTH,NK,YFT,1186
1945,OTH,PS,SKJ,2334
1945,OTH,PS,YFT,8811
1946,CHL,HAR,SWO,2166
1946,OTH,LP,SKJ,13332
1946,OTH,LP,YFT,45992
1946,OTH,NK,SKJ,1266
1946,OTH,NK,YFT,1294
1946,OTH,PS,SKJ,4680
1946,OTH,PS,YFT,11546
1947,CHL,HAR,SWO,1701
1947,OTH,LP,SKJ,19835
1947,OTH,LP,YFT,55852
1947,OTH,NK,SKJ,814
1947,OTH,NK,YFT,5283
1947,OTH,PS,SKJ,3618
1947,OTH,PS,YFT,11509
1948,CHL,HAR,SWO,1209
1948,OTH,LP,SKJ,24263
1948,OTH,LP,YFT,71108
1948,OTH,NK,SKJ,1610
1948,OTH,NK,YFT,7042
1948,OTH,PS,SKJ,2023
1948,OTH,PS,YFT,15741
1949,CHL,HAR,SWO,690
1949,CHL,NK,BZX,4250
1949,OTH,LP,SKJ,32411
1949,OTH,LP,YFT,71502
1949,OTH,NK,SKJ,2321
1949,OTH,NK,YFT,8229
1949,OTH,PS,SKJ,2008
1949,OTH,PS,YFT,11021
1950,CHL,HAR,SWO,786
1950,CHL,NK,BZX,2927
1950,OTH,LP,SKJ,49534
1950,OTH,LP,YFT,65921
1950,OTH,NK,SKJ,3375
1950,OTH,NK,YFT,20197
1950,OTH,PS,SKJ,5741
1950,OTH,PS,YFT,15856
1951,CHL,HAR,SWO,870
1951,CHL,NK,BZX,3973
1951,OTH,LP,SKJ,45617
1951,OTH,LP,YFT,65499
1951,OTH,NK,SKJ,3523
1951,OTH,NK,YFT,12279
1951,OTH,PS,SKJ,5790
1951,OTH,PS,YFT,6598
1952,CHL,HAR,SWO,570
1952,CHL,NK,BZX,4886
1952,OTH,LP,SKJ,32724
1952,OTH,LP,YFT,66108
1952,OTH,NK,SKJ,3657
1952,OTH,NK,YFT,8734
1952,OTH,PS,SKJ,4806
1952,OTH,PS,YFT,13735
1952,USA,HAR,SWO,175
1952,USA,LTL,ALB,23843
1952,USA,PS,PBF,2076
1952,USA,RG,ALB,1373
1952,USA,RG,PBF,2
1953,CHL,HAR,SWO,416
1953,CHL,NK,BZX,1974
1953,OTH,LP,SKJ,50812
1953,OTH,LP,YFT,43920
1953,OTH,NK,SKJ,4663
1953,OTH,NK,YFT,3482
1953,OTH,PS,SKJ,5171
1953,OTH,PS,YFT,16121
1953,USA,HAR,SWO,94
1953,USA,LTL,ALB,15740
1953,USA,PS,PBF,4433
1953,USA,RG,ALB,171
1953,USA,RG,PBF,48
1954,CHL,HAR,SWO,334
1954,CHL,NK,BZX,4405
1954,JPN,LL,ALB,0
1954,JPN,LL,BET,1610
1954,JPN,LL,BLM,13
1954,JPN,LL,BUM,284
1954,JPN,LL,MLS,23
1954,JPN,LL,SKJ,1
1954,JPN,LL,SWO,17
1954,JPN,LL,YFT,209
1954,PER,NK,SWO,700
1954,OTH,LP,SKJ,61221
1954,OTH,LP,YFT,46541
1954,OTH,NK,SKJ,9051
1954,OTH,NK,YFT,9353
1954,OTH,PS,SKJ,8519
1954,OTH,PS,YFT,7625
1954,USA,HAR,SWO,15
1954,USA,LTL,ALB,12246
1954,USA,PS,PBF,9537
1954,USA,RG,ALB,147
1954,USA,RG,PBF,11
1955,CHL,HAR,SWO,237
1955,CHL,NK,BZX,7500
1955,JPN,LL,ALB,0
1955,JPN,LL,BET,1810
1955,JPN,LL,BLM,34
1955,JPN,LL,BUM,789
1955,JPN,LL,MLS,16
1955,JPN,LL,SKJ,2
1955,JPN,LL,SWO,14
1955,JPN,LL,YFT,427
1955,PER,NK,SWO,400
1955,OTH,LP,YFT,50811
1955,OTH,NK,SKJ,63912
1955,OTH,PS,YFT,13086
1955,USA,HAR,SWO,89
1955,USA,LTL,ALB,13264
1955,USA,PS,PBF,6173
1955,USA,RG,ALB,577
1955,USA,RG,PBF,93
1956,CHL,HAR,SWO,386
1956,CHL,NK,BZX,4136
1956,JPN,LL,ALB,305
1956,JPN,LL,BET,2408
1956,JPN,LL,BLM,27
1956,JPN,LL,BUM,1732
1956,JPN,LL,MLS,67
1956,JPN,LL,SKJ,0
1956,JPN,LL,SWO,13
1956,JPN,LL,YFT,967
1956,PER,NK,SWO,600
1956,OTH,LP,YFT,58828
1956,OTH,NK,SKJ,80287
1956,OTH,PS,YFT,21470
1956,USA,HAR,SWO,181
1956,USA,LTL,ALB,18751
1956,USA,PS,PBF,5727
1956,USA,RG,ALB,482
1956,USA,RG,PBF,388
1957,CHL,HAR,SWO,357
1957,CHL,NK,BZX,2144
1957,JPN,LL,ALB,692
1957,JPN,LL,BET,9698
1957,JPN,LL,BLM,194
1957,JPN,LL,BUM,3717
1957,JPN,LL,MLS,149
1957,JPN,LL,PBF,0
1957,JPN,LL,SKJ,13
1957,JPN,LL,SWO,120
1957,JPN,LL,YFT,5854
1957,PER,NK,SWO,600
1957,OTH,LP,YFT,58402
1957,OTH,NK,SKJ,73936
1957,OTH,PS,YFT,15544
1957,USA,HAR,SWO,247
1957,USA,LTL,ALB,21165
1957,USA,PS,PBF,9215
1957,USA,RG,ALB,304
1957,USA,RG,PBF,73
1958,CHL,HAR,SWO,392
1958,JPN,LL,ALB,2005
1958,JPN,LL,BET,10592
1958,JPN,LL,BLM,156
1958,JPN,LL,BUM,3767
1958,JPN,LL,MLS,326
1958,JPN,LL,PBF,1
1958,JPN,LL,SKJ,31
1958,JPN,LL,SWO,97
1958,JPN,LL,YFT,4927
1958,PER,NK,SWO,400
1958,OTH,LP,YFT,46776
1958,OTH,NK,SKJ,67994
1958,OTH,PS,YFT,20560
1958,USA,HAR,SWO,310
1958,USA,LTL,ALB,14855
1958,USA,PS,PBF,13934
1958,USA,RG,ALB,48
1958,USA,RG,PBF,10
1959,CHL,HAR,SWO,555
1959,CHL,LP,SKJ,33
1959,CHL,LP,YFT,222
1959,CHL,NK,BZX,2566
1959,COL,NK,SKJ,44
1959,COL,NK,YFT,234
1959,ECU,LP,SKJ,5622
1959,ECU,LP,YFT,226
1959,ECU,NK,SKJ,697
1959,ECU,NK,YFT,208
1959,ECU,PS,SKJ,458
1959,ECU,PS,YFT,25
1959,JPN,LL,ALB,2617
1959,JPN,LL,BET,11515
1959,JPN,LL,BLM,132
1959,JPN,LL,BUM,3084
1959,JPN,LL,MLS,371
1959,JPN,LL,PBF,4
1959,JPN,LL,SKJ,32
1959,JPN,LL,SWO,71
1959,JPN,LL,YFT,3437
1959,MEX,LP,PBF,32
1959,MEX,LP,SKJ,1086
1959,MEX,LP,YFT,812
1959,MEX,NK,SKJ,122
1959,MEX,NK,YFT,227
1959,MEX,PS,CGX,27
1959,MEX,PS,PBF,171
1959,MEX,PS,SKJ,407
1959,MEX,PS,YFT,590
1959,PER,NK,SWO,400
1959,PER,PS,SKJ,4514
1959,PER,PS,YFT,2703
1959,USA,HAR,SWO,295
1959,USA,LP,ALB,1617
1959,USA,LP,PBF,56
1959,USA,LP,SKJ,54112
1959,USA,LP,YFT,26181
1959,USA,LTL,ALB,20990
1959,USA,NK,SKJ,20
1959,USA,NK,YFT,1
1959,USA,PS,ALB,1
1959,USA,PS,BZX,330
1959,USA,PS,PBF,3506
1959,USA,PS,SKJ,12579
1959,USA,PS,YFT,26732
1959,USA,RG,ALB,0
1960,CHL,HAR,SWO,456
1960,CHL,LP,SKJ,37
1960,CHL,LP,YFT,65
1960,CHL,NK,BZX,2313
1960,COL,NK,SKJ,216
1960,COL,NK,YFT,114
1960,ECU,LP,SKJ,5478
1960,ECU,LP,YFT,402
1960,ECU,NK,SKJ,179
1960,ECU,NK,YFT,51
1960,ECU,PS,SKJ,480
1960,ECU,PS,YFT,50
1960,JPN,LL,ALB,2668
1960,JPN,LL,BET,17722
1960,JPN,LL,BLM,166
1960,JPN,LL,BUM,2682
1960,JPN,LL,MLS,529
1960,JPN,LL,PBF,3
1960,JPN,LL,SKJ,28
1960,JPN,LL,SWO,137
1960,JPN,LL,YFT,5934
1960,MEX,LP,SKJ,656
1960,MEX,LP,YFT,827
1960,MEX,NK,SKJ,58
1960,MEX,NK,YFT,293
1960,MEX,PS,SKJ,205
1960,MEX,PS,YFT,1191
1960,PAN,LP,SKJ,173
1960,PAN,LP,YFT,5
1960,PER,NK,SWO,400
1960,PER,PS,SKJ,3325
1960,PER,PS,YFT,1502
1960,USA,HAR,SWO,214
1960,USA,LP,ALB,2518
1960,USA,LP,SKJ,22585
1960,USA,LP,YFT,20852
1960,USA,LTL,ALB,20100
1960,USA,NK,SKJ,0
1960,USA,NK,YFT,0
1960,USA,PS,ALB,106
1960,USA,PS,BET,24
1960,USA,PS,BZX,2248
1960,USA,PS,PBF,4547
1960,USA,PS,SKJ,12640
1960,USA,PS,YFT,76682
1960,USA,RG,ALB,557
1961,CHL,HAR,SWO,394
1961,CHL,NK,BZX,3586
1961,ECU,LP,SKJ,10954
1961,ECU,LP,YFT,354
1961,ECU,NK,SKJ,137
1961,ECU,NK,YFT,309
1961,JPN,LL,ALB,2842
1961,JPN,LL,BET,52431
1961,JPN,LL,BLM,394
1961,JPN,LL,BUM,6248
1961,JPN,LL,MLS,2033
1961,JPN,LL,PBF,5
1961,JPN,LL,SKJ,46
1961,JPN,LL,SWO,568
1961,JPN,LL,YFT,12500
1961,MEX,LP,ALB,39
1961,MEX,LP,BZX,144
1961,MEX,LP,CGX,38
1961,MEX,LP,SKJ,471
1961,MEX,LP,YFT,388
1961,MEX,NK,YFT,237
1961,MEX,PS,ALB,2
1961,MEX,PS,BET,10
1961,MEX,PS,PBF,130
1961,MEX,PS,SKJ,512
1961,MEX,PS,YFT,864
1961,PER,NK,SWO,300
1961,OTH,LP,SKJ,109
1961,OTH,LP,YFT,362
1961,OTH,PS,SKJ,4974
1961,OTH,PS,YFT,598
1961,USA,HAR,SWO,243
1961,USA,LP,ALB,1594
1961,USA,LP,BET,106
1961,USA,LP,PBF,16
1961,USA,LP,SKJ,17461
1961,USA,LP,YFT,14115
1961,USA,LTL,ALB,12055
1961,USA,NK,SKJ,246
1961,USA,NK,YFT,403
1961,USA,PS,ALB,786
1961,USA,PS,BET,94
1961,USA,PS,BZX,2765
1961,USA,PS,CGX,125
1961,USA,PS,MZZ,51
1961,USA,PS,PBF,7989
1961,USA,PS,SKJ,40220
1961,USA,PS,YFT,78596
1961,USA,RG,ALB,1355
1962,CAN,NK,ALB,21
1962,CAN,NK,PBF,122
1962,CAN,NK,SKJ,8
1962,CHL,HAR,SWO,297
1962,CHL,NK,BZX,2218
1962,CHL,NK,SKJ,78
1962,CHL,NK,YFT,365
1962,COL,NK,SKJ,152
1962,COL,NK,YFT,86
1962,ECU,LP,SKJ,9509
1962,ECU,LP,YFT,526
1962,ECU,NK,SKJ,219
1962,ECU,NK,YFT,255
1962,JPN,LL,ALB,6534
1962,JPN,LL,BET,45050
1962,JPN,LL,BLM,469
1962,JPN,LL,BUM,7437
1962,JPN,LL,MLS,3718
1962,JPN,LL,PBF,27
1962,JPN,LL,SKJ,45
1962,JPN,LL,SWO,971
1962,JPN,LL,YFT,10211
1962,MEX,PS,PBF,294
1962,MEX,PS,SKJ,761
1962,MEX,PS,YFT,1190
1962,PAN,LP,SKJ,717
1962,PAN,LP,YFT,2061
1962,PER,NK,SWO,400
1962,PER,PS,SKJ,2956
1962,PER,PS,YFT,4732
1962,OTH,LP,BZX,306
1962,OTH,LP,CGX,110
1962,OTH,LP,SKJ,237
1962,OTH,LP,YFT,624
1962,OTH,PS,ALB,20
1962,OTH,PS,PBF,82
1962,OTH,PS,SKJ,915
1962,OTH,PS,YFT,282
1962,USA,HAR,SWO,26
1962,USA,LP,ALB,939
1962,USA,LP,BET,318
1962,USA,LP,SKJ,7198
1962,USA,LP,YFT,7841
1962,USA,LTL,ALB,19752
1962,USA,NK,SKJ,1
1962,USA,NK,YFT,2
1962,USA,PS,ALB,191
1962,USA,PS,BET,302
1962,USA,PS,BZX,2937
1962,USA,PS,CGX,30
1962,USA,PS,MZZ,26
1962,USA,PS,PBF,10769
1962,USA,PS,SKJ,54307
1962,USA,PS,YFT,50066
1962,USA,RG,ALB,1681
1963,CHL,HAR,SWO,94
1963,CHL,LP,SKJ,207
1963,CHL,LP,YFT,374
1963,CHL,NK,BZX,2553
1963,COL,NK,SKJ,242
1963,COL,NK,YFT,70
1963,ECU,LP,BET,1
1963,ECU,LP,SKJ,10313
1963,ECU,LP,YFT,344
1963,ECU,NK,SKJ,1839
1963,ECU,NK,YFT,498
1963,JPN,LL,ALB,13616
1963,JPN,LL,BET,66617
1963,JPN,LL,BLM,818
1963,JPN,LL,BUM,12043
1963,JPN,LL,MLS,7241
1963,JPN,LL,PBF,17
1963,JPN,LL,SKJ,185
1963,JPN,LL,SWO,1886
1963,JPN,LL,YFT,18973
1963,MEX,PS,ALB,31
1963,MEX,PS,PBF,412
1963,MEX,PS,SKJ,916
1963,MEX,PS,YFT,1234
1963,PAN,LP,SKJ,396
1963,PAN,LP,YFT,1066
1963,PAN,PS,SKJ,2569
1963,PAN,PS,YFT,362
1963,PER,NK,SWO,200
1963,PER,PS,BZX,27
1963,PER,PS,SKJ,4562
1963,PER,PS,YFT,2282
1963,OTH,LP,BZX,143
1963,OTH,LP,CGX,96
1963,OTH,LP,SKJ,341
1963,OTH,LP,YFT,304
1963,OTH,PS,SKJ,544
1963,OTH,PS,YFT,15
1963,USA,HAR,SWO,64
1963,USA,LP,ALB,2203
1963,USA,LP,BET,138
1963,USA,LP,BZX,49
1963,USA,LP,CGX,9
1963,USA,LP,PBF,28
1963,USA,LP,SKJ,5882
1963,USA,LP,YFT,4954
1963,USA,LTL,ALB,25140
1963,USA,NK,SKJ,122
1963,USA,NK,YFT,121
1963,USA,PS,ALB,1189
1963,USA,PS,BZX,2904
1963,USA,PS,CGX,135
1963,USA,PS,PBF,11832
1963,USA,PS,SKJ,73812
1963,USA,PS,YFT,44110
1963,USA,RG,ALB,1161
1964,CHL,HAR,SWO,312
1964,CHL,NK,BZX,6244
1964,COL,NK,SKJ,201
1964,COL,NK,YFT,40
1964,ECU,LP,SKJ,5660
1964,ECU,LP,YFT,152
1964,ECU,NK,SKJ,3305
1964,ECU,NK,YFT,698
1964,JPN,LL,ALB,6730
1964,JPN,LL,BET,46268
1964,JPN,LL,BLM,609
1964,JPN,LL,BUM,6092
1964,JPN,LL,MLS,11461
1964,JPN,LL,PBF,4
1964,JPN,LL,SKJ,102
1964,JPN,LL,SWO,3017
1964,JPN,LL,YFT,16968
1964,MEX,PS,BZX,136
1964,MEX,PS,CGX,41
1964,MEX,PS,PBF,131
1964,MEX,PS,SKJ,1073
1964,MEX,PS,YFT,1648
1964,PAN,PS,SKJ,433
1964,PAN,PS,YFT,827
1964,PER,NK,SWO,900
1964,PER,PS,SKJ,1656
1964,PER,PS,YFT,3177
1964,TWN,LL,ALB,35
1964,TWN,LL,BET,11
1964,TWN,LL,BLM,0
1964,TWN,LL,BUM,2
1964,TWN,LL,MLS,0
1964,TWN,LL,YFT,6
1964,OTH,LP,BZX,9
1964,OTH,LP,CGX,184
1964,OTH,LP,SKJ,359
1964,OTH,LP,YFT,351
1964,OTH,PS,SKJ,331
1964,OTH,PS,YFT,241
1964,USA,HAR,SWO,120
1964,USA,LP,ALB,3185
1964,USA,LP,BET,127
1964,USA,LP,PBF,39
1964,USA,LP,SKJ,4287
1964,USA,LP,YFT,3487
1964,USA,LTL,ALB,18388
1964,USA,PS,ALB,146
1964,USA,PS,BKJ,5
1964,USA,PS,BZX,6557
1964,USA,PS,PBF,9047
1964,USA,PS,SKJ,48266
1964,USA,PS,YFT,72425
1964,USA,RG,ALB,824
1965,CHL,HAR,SWO,151
1965,CHL,NK,BZX,11071
1965,CHL,PS,BZX,252
1965,CHL,PS,SKJ,143
1965,CHL,PS,YFT,72
1965,COL,NK,SKJ,228
1965,COL,NK,YFT,173
1965,ECU,LP,SKJ,12857
1965,ECU,LP,YFT,416
1965,ECU,NK,SKJ,560
1965,ECU,NK,YFT,121
1965,ECU,PS,SKJ,1487
1965,ECU,PS,YFT,78
1965,JPN,LL,ALB,4247
1965,JPN,LL,BET,29160
1965,JPN,LL,BLM,548
1965,JPN,LL,BUM,4560
1965,JPN,LL,MLS,9931
1965,JPN,LL,PBF,14
1965,JPN,LL,SKJ,252
1965,JPN,LL,SWO,1682
1965,JPN,LL,YFT,15614
1965,MEX,PS,BZX,40
1965,MEX,PS,PBF,289
1965,MEX,PS,SKJ,1708
1965,MEX,PS,YFT,1320
1965,PER,NK,SWO,300
1965,PER,PS,SKJ,1003
1965,PER,PS,YFT,1469
1965,TWN,LL,ALB,11
1965,TWN,LL,BET,4
1965,TWN,LL,BLM,0
1965,TWN,LL,BUM,1
1965,TWN,LL,MLS,0
1965,TWN,LL,YFT,6
1965,OTH,LP,BZX,25
1965,OTH,LP,CGX,155
1965,OTH,LP,SKJ,141
1965,OTH,LP,YFT,516
1965,OTH,PS,SKJ,1112
1965,OTH,PS,YFT,382
1965,USA,HAR,SWO,215
1965,USA,LP,ALB,397
1965,USA,LP,BET,231
1965,USA,LP,PBF,11
1965,USA,LP,SKJ,6868
1965,USA,LP,YFT,6052
1965,USA,LTL,ALB,16542
1965,USA,NK,PBF,66
1965,USA,NK,SKJ,6
1965,USA,NK,YFT,18
1965,USA,PS,ALB,247
1965,USA,PS,BKJ,16
1965,USA,PS,BZX,3733
1965,USA,PS,PBF,6523
1965,USA,PS,SKJ,58603
1965,USA,PS,YFT,62028
1965,USA,RG,ALB,731
1966,CHL,HAR,SWO,175
1966,CHL,LP,BZX,2
1966,CHL,LP,SKJ,0
1966,CHL,LP,YFT,13
1966,CHL,NK,BZX,12775
1966,CHL,PS,BZX,248
1966,CHL,PS,SKJ,106
1966,CHL,PS,YFT,477
1966,COL,LP,SKJ,258
1966,COL,LP,YFT,63
1966,COL,NK,SKJ,61
1966,COL,NK,YFT,57
1966,ECU,LP,SKJ,7793
1966,ECU,LP,YFT,499
1966,ECU,NK,SKJ,1644
1966,ECU,NK,YFT,449
1966,ECU,PS,SKJ,904
1966,ECU,PS,YFT,208
1966,JPN,LL,ALB,4230
1966,JPN,LL,BET,34763
1966,JPN,LL,BLM,564
1966,JPN,LL,BUM,2888
1966,JPN,LL,MLS,9060
1966,JPN,LL,PBF,2
1966,JPN,LL,SKJ,239
1966,JPN,LL,SWO,2061
1966,JPN,LL,YFT,9066
1966,MEX,LP,BZX,75
1966,MEX,LP,CGX,406
1966,MEX,LP,SKJ,557
1966,MEX,LP,YFT,385
1966,MEX,PS,BZX,355
1966,MEX,PS,PBF,435
1966,MEX,PS,SKJ,727
1966,MEX,PS,YFT,1660
1966,PER,NK,SWO,200
1966,TWN,LL,ALB,136
1966,TWN,LL,BET,37
1966,TWN,LL,BIL,0
1966,TWN,LL,BLM,7
1966,TWN,LL,BUM,0
1966,TWN,LL,MLS,2
1966,TWN,LL,SKJ,2
1966,TWN,LL,YFT,31
1966,OTH,LP,ALB,1922
1966,OTH,LP,BET,292
1966,OTH,LP,PBF,12
1966,OTH,LP,SKJ,5475
1966,OTH,LP,YFT,4341
1966,OTH,PS,BKJ,2
1966,OTH,PS,BZX,656
1966,OTH,PS,SKJ,2572
1966,OTH,PS,YFT,1681
1966,USA,HAR,SWO,308
1966,USA,LTL,ALB,15333
1966,USA,NK,SKJ,14
1966,USA,NK,YFT,1
1966,USA,PS,ALB,19
1966,USA,PS,BET,210
1966,USA,PS,BKJ,7
1966,USA,PS,BZX,3118
1966,USA,PS,MZZ,16
1966,USA,PS,PBF,15450
1966,USA,PS,SKJ,45955
1966,USA,PS,YFT,64956
1966,USA,RG,ALB,588
1967,CAN,PS,BZX,1234
1967,CAN,PS,SKJ,4111
1967,CAN,PS,YFT,1087
1967,CHL,HAR,SWO,203
1967,CHL,NK,BZX,8608
1967,CHL,PS,BZX,36
1967,CHL,PS,SKJ,238
1967,CHL,PS,YFT,176
1967,COL,NK,SKJ,532
1967,COL,NK,YFT,140
1967,ECU,LP,SKJ,11529
1967,ECU,LP,YFT,939
1967,ECU,NK,SKJ,4355
1967,ECU,NK,YFT,1305
1967,ECU,PS,SKJ,1547
1967,ECU,PS,YFT,323
1967,JPN,LL,ALB,3523
1967,JPN,LL,BET,34915
1967,JPN,LL,BLM,573
1967,JPN,LL,BUM,3398
1967,JPN,LL,MLS,10364
1967,JPN,LL,PBF,1
1967,JPN,LL,SKJ,112
1967,JPN,LL,SWO,1569
1967,JPN,LL,YFT,8892
1967,MEX,PS,BZX,1
1967,MEX,PS,PBF,371
1967,MEX,PS,SKJ,3412
1967,MEX,PS,YFT,1877
1967,PER,NK,SWO,1300
1967,TWN,LL,ALB,4452
1967,TWN,LL,BET,963
1967,TWN,LL,BIL,20
1967,TWN,LL,BLM,146
1967,TWN,LL,BUM,44
1967,TWN,LL,MLS,91
1967,TWN,LL,PBF,9
1967,TWN,LL,SKJ,34
1967,TWN,LL,SWO,31
1967,TWN,LL,YFT,393
1967,OTH,LP,BZX,19
1967,OTH,LP,CGX,115
1967,OTH,LP,SKJ,409
1967,OTH,LP,YFT,172
1967,OTH,PS,BZX,44
1967,OTH,PS,SKJ,569
1967,OTH,PS,YFT,192
1967,USA,HAR,SWO,201
1967,USA,LP,ALB,3495
1967,USA,LP,BET,1305
1967,USA,LP,SKJ,6078
1967,USA,LP,YFT,3401
1967,USA,LTL,ALB,17814
1967,USA,NK,SKJ,0
1967,USA,NK,YFT,0
1967,USA,PS,ALB,254
1967,USA,PS,BET,1697
1967,USA,PS,BZX,8710
1967,USA,PS,PBF,5517
1967,USA,PS,SKJ,95051
1967,USA,PS,YFT,61787
1967,USA,RG,ALB,707
1967,USA,RG,PBF,35
1967,USA,RG,SKJ,5
1967,USA,RG,YFT,89
1968,CAN,PS,BET,312
1968,CAN,PS,BZX,2130
1968,CAN,PS,MZZ,33
1968,CAN,PS,SKJ,3033
1968,CAN,PS,YFT,1040
1968,CHL,HAR,SWO,175
1968,CHL,NK,BZX,4044
1968,CHL,PS,SKJ,304
1968,CHL,PS,YFT,220
1968,COL,LP,SKJ,327
1968,COL,LP,YFT,77
1968,COL,NK,SKJ,44
1968,COL,NK,YFT,2
1968,ECU,LP,BET,5
1968,ECU,LP,SKJ,2746
1968,ECU,LP,YFT,256
1968,ECU,NK,SKJ,9820
1968,ECU,NK,YFT,3139
1968,ECU,PS,SKJ,240
1968,ECU,PS,YFT,351
1968,JPN,LL,ALB,1568
1968,JPN,LL,BET,34513
1968,JPN,LL,BLM,519
1968,JPN,LL,BUM,3710
1968,JPN,LL,MLS,14130
1968,JPN,LL,PBF,1
1968,JPN,LL,SKJ,210
1968,JPN,LL,SWO,2285
1968,JPN,LL,YFT,14400
1968,MEX,NK,SKJ,0
1968,MEX,NK,YFT,18
1968,MEX,PS,BZX,6
1968,MEX,PS,CGX,12
1968,MEX,PS,PBF,195
1968,MEX,PS,SKJ,1996
1968,MEX,PS,YFT,3982
1968,PER,NK,SWO,800
1968,TWN,LL,ALB,3568
1968,TWN,LL,BET,720
1968,TWN,LL,BIL,8
1968,TWN,LL,BLM,254
1968,TWN,LL,BUM,48
1968,TWN,LL,MLS,83
1968,TWN,LL,PBF,7
1968,TWN,LL,SKJ,30
1968,TWN,LL,SWO,18
1968,TWN,LL,YFT,586
1968,OTH,LP,BZX,1
1968,OTH,LP,CGX,27
1968,OTH,LP,SKJ,403
1968,OTH,LP,YFT,419
1968,OTH,PS,BET,76
1968,OTH,PS,BZX,1498
1968,OTH,PS,MZZ,2
1968,OTH,PS,SKJ,1333
1968,OTH,PS,YFT,633
1968,USA,HAR,SWO,131
1968,USA,LP,ALB,4339
1968,USA,LP,BET,110
1968,USA,LP,PBF,8
1968,USA,LP,SKJ,3864
1968,USA,LP,YFT,3555
1968,USA,LTL,ALB,20434
1968,USA,NK,SKJ,9
1968,USA,NK,YFT,6
